SK_ID_CURR,TARGET
101472,0.08
101478,0.2
101497,0.08
101504,0.18
101547,0.02
101548,0.06
101555,0.22
101570,0.06
101572,0.0
101578,0.14
101580,0.16
101588,0.14
101602,0.06
101610,0.1
101614,0.1
101616,0.0
101643,0.02
101644,0.1
101649,0.04
101650,0.08
101665,0.0
101667,0.1
101669,0.02
101674,0.04
101675,0.04
101678,0.08
101682,0.04
101686,0.04
101697,0.18
101700,0.22
101711,0.04
101714,0.04
101715,0.16
101728,0.04
101732,0.06
101757,0.16
101758,0.08
101759,0.0
101762,0.0
101764,0.02
101780,0.16
101784,0.0
101789,0.0
101816,0.02
101819,0.02
101827,0.08
101863,0.14
101867,0.06
101870,0.04
101873,0.14
101878,0.14
101879,0.02
101880,0.06
101887,0.02
101897,0.04
101901,0.14
101903,0.14
101920,0.04
101921,0.02
101922,0.0
101961,0.1
101962,0.08
101971,0.0
101976,0.18
102002,0.14
102005,0.06
102007,0.44
102017,0.04
102019,0.24
102029,0.08
102051,0.22
102052,0.04
102054,0.02
102062,0.08
102067,0.02
102068,0.1
102070,0.06
102090,0.08
102092,0.02
102099,0.08
102100,0.08
102112,0.02
102113,0.04
102122,0.22
102123,0.16
102125,0.08
102126,0.18
102146,0.04
102147,0.08
102151,0.04
102158,0.12
102159,0.04
102162,0.12
102165,0.08
102166,0.0
102174,0.02
102193,0.04
102198,0.06
102205,0.1
102206,0.04
102218,0.06
102221,0.04
102230,0.08
102238,0.06
102248,0.1
102252,0.22
102259,0.14
102262,0.14
102273,0.04
102286,0.04
102293,0.1
102294,0.08
102296,0.06
102298,0.06
102303,0.08
102309,0.04
102315,0.16
102340,0.04
102342,0.12
102344,0.0
102346,0.0
102347,0.06
102374,0.08
102380,0.04
102387,0.16
102393,0.0
102403,0.02
102413,0.06
102414,0.12
102415,0.12
102416,0.1
102439,0.0
102441,0.06
102443,0.1
102444,0.12
102445,0.08
102448,0.08
102449,0.06
102450,0.06
102456,0.06
102458,0.14
102459,0.0
102465,0.02
102470,0.06
102471,0.12
102475,0.08
102476,0.12
102506,0.1
102509,0.02
102519,0.04
102522,0.12
102545,0.0
102549,0.08
102562,0.02
102563,0.02
102568,0.1
102582,0.06
102592,0.06
102597,0.16
102605,0.04
102614,0.0
102617,0.14
102634,0.16
102652,0.02
102655,0.0
102671,0.04
102694,0.14
102701,0.04
102703,0.02
102704,0.02
102713,0.14
102720,0.18
102731,0.02
102733,0.02
102749,0.06
102755,0.02
102763,0.14
102770,0.02
102772,0.12
102799,0.26
102838,0.04
102854,0.02
102862,0.12
102863,0.02
102867,0.02
102868,0.04
102878,0.1
102887,0.02
102898,0.2
102904,0.04
102912,0.14
102919,0.02
102927,0.06
102932,0.04
102933,0.06
102935,0.04
102958,0.02
102969,0.2
102971,0.06
102975,0.04
102979,0.02
102982,0.0
102987,0.14
102989,0.12
102995,0.1
102996,0.08
103000,0.04
103001,0.06
103004,0.1
103010,0.02
103025,0.26
103029,0.12
103046,0.02
103056,0.06
103062,0.14
103078,0.04
103083,0.02
103092,0.06
103096,0.1
103097,0.18
103102,0.08
103112,0.2
103132,0.0
103144,0.06
103145,0.06
103146,0.02
103147,0.18
103158,0.02
103171,0.26
103173,0.12
103184,0.04
103195,0.08
103196,0.12
103206,0.04
103230,0.12
103231,0.12
103232,0.06
103239,0.2
103240,0.36
103243,0.06
103252,0.3
103258,0.06
103259,0.2
103279,0.06
103280,0.02
103286,0.02
103287,0.46
103290,0.04
103298,0.1
103315,0.02
103319,0.08
103334,0.08
103336,0.08
103345,0.04
103368,0.0
103371,0.18
103377,0.12
103398,0.04
103404,0.08
103408,0.26
103410,0.12
103418,0.02
103420,0.18
103432,0.06
103433,0.08
103436,0.04
103440,0.08
103453,0.12
103459,0.06
103460,0.02
103461,0.06
103462,0.12
103473,0.12
103474,0.0
103475,0.26
103478,0.1
103480,0.14
103484,0.06
103494,0.16
103513,0.16
103515,0.04
103516,0.16
103525,0.2
103541,0.12
103544,0.02
103562,0.2
103570,0.14
103572,0.08
103574,0.02
103575,0.1
103591,0.1
103594,0.02
103609,0.02
103613,0.02
103614,0.08
103615,0.12
103624,0.06
103625,0.16
103628,0.12
103629,0.08
103647,0.08
103648,0.06
103651,0.14
103658,0.0
103668,0.06
103669,0.0
103676,0.04
103682,0.06
103683,0.1
103689,0.04
103725,0.14
103733,0.16
103744,0.04
103762,0.02
103771,0.2
103773,0.06
103783,0.04
103784,0.06
103808,0.0
103812,0.08
103813,0.14
103814,0.04
103818,0.28
103824,0.08
103828,0.02
103830,0.4
103840,0.08
103842,0.08
103847,0.18
103848,0.08
103851,0.0
103854,0.04
103857,0.12
103861,0.02
103862,0.1
103865,0.06
103870,0.04
103876,0.02
103891,0.3
103908,0.02
103914,0.0
103918,0.04
103940,0.06
103963,0.1
103966,0.12
103971,0.04
103980,0.06
103984,0.08
103985,0.04
103998,0.24
104019,0.0
104026,0.04
104035,0.0
104044,0.16
104045,0.04
104047,0.1
104051,0.06
104058,0.0
104063,0.0
104066,0.12
104087,0.02
104089,0.08
104095,0.1
104098,0.06
104104,0.06
104110,0.24
104120,0.1
104122,0.02
104131,0.08
104132,0.06
104135,0.04
104136,0.02
104149,0.08
104150,0.04
104156,0.2
104165,0.16
104175,0.06
104179,0.02
104184,0.18
104206,0.12
104216,0.26
104230,0.04
104257,0.22
104272,0.04
104273,0.14
104278,0.02
104294,0.18
104295,0.06
104297,0.06
104298,0.04
104308,0.1
104318,0.1
104319,0.12
104320,0.12
104327,0.04
104334,0.06
104344,0.02
104350,0.02
104351,0.16
104354,0.08
104369,0.1
104376,0.04
104381,0.06
104384,0.0
104391,0.12
104394,0.02
104398,0.1
104402,0.0
104408,0.08
104409,0.02
104410,0.22
104412,0.12
104417,0.16
104424,0.1
104426,0.0
104435,0.02
104445,0.02
104458,0.02
104460,0.02
104466,0.06
104472,0.06
104473,0.12
104479,0.0
104480,0.04
104482,0.2
104499,0.02
104501,0.02
104502,0.1
104506,0.14
104510,0.04
104512,0.22
104520,0.28
104528,0.08
104529,0.02
104541,0.12
104578,0.0
104584,0.14
104588,0.06
104602,0.1
104610,0.06
104611,0.1
104618,0.04
104620,0.02
104622,0.04
104624,0.04
104625,0.08
104634,0.02
104639,0.14
104646,0.06
104647,0.08
104652,0.04
104670,0.14
104677,0.02
104685,0.1
104691,0.04
104696,0.0
104699,0.02
104712,0.1
104714,0.02
104717,0.06
104718,0.04
104740,0.02
104741,0.02
104743,0.04
104744,0.08
104747,0.1
104767,0.04
104772,0.06
104776,0.04
104779,0.02
104814,0.08
104815,0.02
104830,0.1
104831,0.06
104833,0.28
104839,0.18
104840,0.08
104860,0.18
104861,0.12
104866,0.02
104870,0.04
104877,0.12
104878,0.04
104879,0.02
104880,0.02
104899,0.08
104906,0.06
104907,0.1
104913,0.02
104916,0.08
104921,0.04
104930,0.06
104931,0.26
104936,0.02
104937,0.06
104942,0.02
104943,0.04
104969,0.14
104972,0.18
104988,0.08
105013,0.1
105015,0.06
105019,0.08
105027,0.02
105030,0.0
105035,0.22
105041,0.04
105051,0.04
105056,0.06
105067,0.5
105071,0.04
105072,0.02
105074,0.06
105091,0.02
105101,0.02
105103,0.04
105134,0.04
105139,0.0
105142,0.06
105146,0.0
105163,0.0
105168,0.08
105172,0.08
105176,0.2
105195,0.06
105196,0.08
105197,0.0
105203,0.02
105223,0.14
105227,0.04
105228,0.0
105230,0.04
105231,0.06
105239,0.02
105242,0.08
105244,0.02
105245,0.04
105248,0.04
105249,0.1
105266,0.04
105271,0.2
105276,0.02
105282,0.02
105292,0.08
105297,0.02
105332,0.08
105333,0.08
105343,0.04
105344,0.1
105345,0.14
105357,0.06
105359,0.1
105366,0.06
105367,0.06
105370,0.04
105377,0.02
105390,0.12
105399,0.0
105403,0.02
105404,0.02
105414,0.0
105417,0.04
105425,0.04
105452,0.18
105454,0.06
105456,0.1
105470,0.0
105471,0.04
105483,0.08
105493,0.18
105508,0.1
105514,0.06
105515,0.04
105528,0.12
105529,0.04
105531,0.06
105532,0.06
105558,0.04
105574,0.02
105578,0.0
105584,0.12
105595,0.1
105617,0.0
105618,0.0
105621,0.04
105625,0.14
105629,0.08
105630,0.02
105634,0.02
105635,0.0
105641,0.04
105647,0.0
105648,0.02
105655,0.04
105657,0.1
105672,0.08
105678,0.12
105682,0.06
105691,0.04
105692,0.1
105706,0.1
105712,0.06
105720,0.08
105734,0.04
105735,0.0
105736,0.24
105737,0.04
105738,0.0
105740,0.2
105744,0.06
105747,0.04
105749,0.24
105754,0.08
105758,0.06
105760,0.06
105767,0.04
105784,0.1
105791,0.06
105802,0.14
105807,0.26
105809,0.04
105816,0.08
105817,0.06
105824,0.06
105832,0.02
105856,0.02
105865,0.0
105899,0.28
105906,0.08
105916,0.02
105923,0.06
105937,0.08
105965,0.0
105966,0.02
105968,0.04
105973,0.04
105976,0.1
105978,0.04
105979,0.1
105991,0.02
105998,0.16
105999,0.04
106000,0.2
106001,0.08
106010,0.14
106011,0.12
106013,0.12
106015,0.0
106026,0.0
106032,0.06
106035,0.26
106040,0.04
106041,0.2
106044,0.1
106053,0.34
106054,0.02
106065,0.18
106081,0.06
106083,0.06
106087,0.0
106090,0.08
106101,0.16
106102,0.08
106109,0.12
106116,0.0
106150,0.04
106155,0.08
106166,0.04
106176,0.1
106189,0.02
106199,0.06
106205,0.04
106206,0.24
106211,0.04
106214,0.04
106216,0.06
106217,0.1
106225,0.1
106249,0.0
106256,0.1
106258,0.08
106261,0.06
106262,0.14
106264,0.02
106271,0.08
106276,0.04
106277,0.22
106286,0.1
106293,0.0
106295,0.06
106296,0.1
106297,0.04
106298,0.04
106311,0.04
106314,0.16
106320,0.06
106334,0.1
106346,0.06
106347,0.0
106349,0.06
106354,0.0
106360,0.04
106373,0.04
106377,0.04
106386,0.02
106387,0.06
106391,0.02
106401,0.14
106411,0.02
106413,0.3
106426,0.12
106427,0.08
106428,0.04
106434,0.0
106438,0.12
106440,0.16
106441,0.0
106452,0.12
106453,0.12
106454,0.04
106457,0.18
106484,0.02
106488,0.14
106491,0.16
106514,0.08
106527,0.04
106528,0.14
106529,0.0
106534,0.06
106550,0.24
106577,0.04
106585,0.06
106590,0.02
106607,0.02
106610,0.1
106611,0.1
106612,0.18
106624,0.06
106631,0.02
106647,0.24
106660,0.1
106674,0.12
106687,0.14
106712,0.04
106713,0.02
106717,0.0
106720,0.16
106721,0.06
106724,0.06
106735,0.14
106739,0.06
106740,0.04
106754,0.08
106760,0.16
106761,0.06
106784,0.1
106787,0.08
106797,0.04
106798,0.02
106802,0.16
106803,0.12
106804,0.2
106805,0.04
106810,0.06
106812,0.12
106813,0.06
106817,0.18
106822,0.08
106823,0.12
106827,0.04
106841,0.18
106851,0.1
106852,0.02
106853,0.12
106854,0.26
106861,0.08
106873,0.02
106877,0.08
106878,0.04
106881,0.08
106900,0.04
106906,0.02
106907,0.2
106914,0.14
106916,0.0
106924,0.02
106931,0.06
106936,0.24
106937,0.16
106938,0.02
106939,0.02
106943,0.06
106944,0.08
106967,0.1
106980,0.08
106986,0.1
106987,0.02
106990,0.0
107013,0.02
107023,0.12
107033,0.02
107037,0.04
107048,0.04
107071,0.02
107081,0.0
107113,0.0
107130,0.14
107131,0.04
107145,0.22
107156,0.12
107219,0.08
107222,0.04
107223,0.16
107232,0.02
107245,0.02
107246,0.1
107247,0.06
107256,0.02
107259,0.0
107260,0.02
107279,0.2
107280,0.06
107281,0.1
107285,0.0
107329,0.04
107337,0.18
107349,0.0
107350,0.02
107351,0.02
107359,0.08
107391,0.1
107394,0.04
107395,0.06
107406,0.06
107416,0.06
107417,0.02
107418,0.0
107419,0.04
107444,0.06
107445,0.08
107446,0.12
107460,0.1
107470,0.0
107475,0.02
107520,0.04
107526,0.22
107527,0.04
107530,0.0
107532,0.02
107534,0.02
107535,0.08
107554,0.16
107556,0.08
107559,0.12
107561,0.02
107564,0.14
107566,0.08
107571,0.08
107590,0.22
107602,0.14
107625,0.02
107626,0.26
107635,0.04
107636,0.1
107645,0.08
107652,0.24
107655,0.06
107668,0.08
107670,0.04
107677,0.02
107680,0.16
107683,0.14
107684,0.04
107691,0.02
107692,0.1
107703,0.04
107709,0.02
107710,0.14
107721,0.14
107725,0.06
107727,0.04
107739,0.0
107740,0.0
107741,0.04
107747,0.0
107765,0.26
107768,0.02
107775,0.12
107782,0.2
107790,0.06
107801,0.04
107807,0.02
107811,0.06
107817,0.02
107826,0.06
107838,0.16
107839,0.02
107843,0.28
107847,0.1
107849,0.1
107850,0.02
107867,0.14
107871,0.02
107908,0.02
107913,0.12
107927,0.0
107931,0.06
107955,0.02
107962,0.04
107977,0.16
107978,0.12
107993,0.06
108010,0.16
108016,0.02
108018,0.48
108027,0.08
108045,0.16
108069,0.04
108082,0.02
108089,0.0
108092,0.02
108106,0.02
108112,0.1
108120,0.2
108122,0.14
108135,0.12
108170,0.04
108171,0.1
108177,0.02
108180,0.04
108183,0.02
108184,0.08
108185,0.0
108192,0.0
108195,0.18
108196,0.04
108218,0.04
108219,0.18
108243,0.12
108249,0.1
108251,0.0
108274,0.08
108280,0.3
108289,0.02
108292,0.12
108295,0.08
108327,0.0
108332,0.04
108346,0.04
108349,0.04
108353,0.06
108362,0.1
108363,0.08
108377,0.24
108378,0.04
108381,0.02
108383,0.08
108390,0.1
108407,0.0
108408,0.08
108411,0.06
108412,0.06
108419,0.06
108436,0.14
108437,0.16
108438,0.02
108441,0.0
108448,0.0
108449,0.02
108466,0.04
108467,0.04
108473,0.08
108474,0.08
108476,0.14
108479,0.02
108486,0.0
108493,0.04
108501,0.0
108506,0.18
108510,0.04
108511,0.1
108514,0.0
108517,0.04
108519,0.06
108522,0.06
108548,0.24
108554,0.08
108555,0.12
108559,0.08
108562,0.06
108571,0.0
108572,0.0
108579,0.06
108583,0.0
108584,0.08
108592,0.04
108602,0.04
108609,0.04
108613,0.12
108616,0.0
108618,0.02
108620,0.08
108643,0.0
108649,0.0
108654,0.06
108655,0.02
108656,0.04
108667,0.0
108668,0.02
108682,0.04
108690,0.08
108691,0.06
108692,0.14
108695,0.04
108699,0.04
108710,0.08
108718,0.14
108739,0.3
108740,0.0
108741,0.0
108742,0.24
108763,0.08
108767,0.08
108769,0.1
108779,0.16
108788,0.02
108801,0.04
108802,0.0
108810,0.06
108811,0.0
108813,0.02
108814,0.1
108825,0.1
108826,0.08
108830,0.08
108834,0.04
108852,0.04
108887,0.08
108901,0.14
108908,0.02
108910,0.06
108920,0.06
108922,0.04
108929,0.16
108930,0.08
108937,0.08
108938,0.04
108943,0.08
108948,0.04
108953,0.1
108956,0.1
108965,0.12
108985,0.06
108986,0.12
108987,0.0
108990,0.0
108991,0.1
108993,0.16
109000,0.06
109001,0.1
109012,0.14
109014,0.04
109015,0.1
109021,0.02
109037,0.02
109042,0.16
109044,0.02
109046,0.28
109064,0.06
109084,0.04
109086,0.02
109092,0.02
109093,0.12
109100,0.12
109101,0.02
109110,0.1
109114,0.0
109126,0.04
109152,0.08
109162,0.02
109167,0.08
109168,0.16
109169,0.04
109179,0.06
109184,0.08
109191,0.1
109192,0.08
109193,0.06
109196,0.08
109206,0.14
109210,0.04
109244,0.26
109249,0.1
109273,0.0
109276,0.24
109281,0.08
109287,0.02
109297,0.06
109298,0.02
109306,0.0
109309,0.04
109321,0.3
109328,0.28
109336,0.06
109342,0.04
109346,0.1
109347,0.02
109348,0.16
109362,0.08
109363,0.04
109367,0.04
109370,0.02
109393,0.08
109405,0.06
109413,0.08
109414,0.28
109421,0.0
109427,0.16
109428,0.02
109429,0.2
109437,0.04
109443,0.04
109461,0.08
109468,0.14
109469,0.02
109471,0.14
109479,0.08
109484,0.02
109501,0.04
109505,0.08
109535,0.1
109539,0.02
109544,0.08
109545,0.06
109551,0.06
109553,0.0
109555,0.04
109561,0.08
109580,0.02
109583,0.2
109593,0.12
109604,0.04
109620,0.06
109635,0.06
109637,0.16
109638,0.08
109642,0.02
109649,0.08
109652,0.14
109656,0.06
109663,0.06
109696,0.22
109700,0.12
109709,0.14
109735,0.04
109740,0.06
109741,0.14
109749,0.06
109764,0.06
109771,0.16
109772,0.0
109773,0.34
109798,0.06
109802,0.08
109804,0.06
109813,0.04
109818,0.06
109848,0.04
109850,0.02
109851,0.02
109855,0.02
109871,0.22
109877,0.08
109883,0.08
109886,0.02
109905,0.1
109936,0.22
109950,0.1
109958,0.08
109959,0.08
109969,0.02
109971,0.04
109984,0.02
109985,0.16
109988,0.08
109992,0.06
110005,0.06
110009,0.08
110011,0.3
110014,0.06
110026,0.08
110042,0.08
110058,0.02
110069,0.16
110080,0.04
110087,0.04
110091,0.02
110094,0.04
110098,0.1
110105,0.06
110117,0.1
110136,0.08
110138,0.04
110149,0.06
110164,0.06
110202,0.22
110212,0.0
110226,0.0
110236,0.02
110249,0.0
110257,0.04
110258,0.02
110277,0.08
110282,0.08
110284,0.04
110286,0.08
110289,0.04
110304,0.02
110319,0.08
110324,0.1
110326,0.12
110335,0.06
110337,0.14
110338,0.0
110343,0.02
110345,0.0
110347,0.12
110355,0.04
110359,0.02
110360,0.02
110364,0.12
110371,0.06
110372,0.1
110376,0.04
110379,0.12
110380,0.04
110393,0.08
110401,0.22
110406,0.02
110411,0.02
110416,0.1
110420,0.0
110443,0.08
110465,0.0
110468,0.02
110469,0.04
110471,0.32
110487,0.32
110491,0.0
110504,0.08
110547,0.04
110550,0.0
110559,0.14
110578,0.04
110582,0.08
110590,0.04
110598,0.1
110601,0.24
110602,0.0
110604,0.12
110625,0.36
110626,0.04
110636,0.08
110637,0.12
110638,0.06
110646,0.08
110648,0.06
110652,0.02
110681,0.0
110682,0.06
110687,0.2
110691,0.04
110694,0.0
110695,0.0
110696,0.02
110708,0.0
110710,0.04
110717,0.26
110730,0.06
110740,0.02
110742,0.0
110747,0.0
110761,0.04
110766,0.0
110769,0.04
110774,0.08
110803,0.02
110805,0.0
110809,0.26
110827,0.24
110832,0.08
110839,0.14
110859,0.08
110861,0.0
110863,0.34
110865,0.1
110881,0.0
110889,0.08
110891,0.02
110894,0.06
110895,0.14
110907,0.24
110914,0.14
110933,0.02
110934,0.0
110937,0.0
110953,0.02
110954,0.24
110958,0.22
110970,0.02
110974,0.06
110977,0.02
110989,0.04
110993,0.38
110994,0.2
111018,0.02
111019,0.08
111030,0.08
111032,0.08
111041,0.02
111045,0.24
111048,0.0
111052,0.02
111070,0.22
111084,0.16
111091,0.02
111104,0.02
111108,0.0
111112,0.1
111127,0.04
111142,0.06
111146,0.2
111165,0.02
111168,0.12
111169,0.2
111172,0.02
111173,0.02
111174,0.14
111175,0.2
111176,0.04
111177,0.06
111180,0.04
111182,0.02
111192,0.04
111194,0.08
111196,0.04
111197,0.04
111198,0.0
111205,0.04
111207,0.12
111222,0.1
111228,0.02
111233,0.06
111256,0.04
111258,0.02
111262,0.0
111263,0.04
111267,0.02
111269,0.0
111276,0.06
111277,0.22
111279,0.04
111290,0.02
111294,0.02
111295,0.06
111315,0.26
111318,0.06
111327,0.0
111328,0.08
111332,0.14
111338,0.04
111343,0.08
111344,0.04
111345,0.22
111347,0.04
111356,0.04
111359,0.02
111367,0.0
111368,0.04
111391,0.04
111408,0.0
111412,0.08
111419,0.2
111422,0.02
111423,0.12
111439,0.0
111452,0.24
111456,0.04
111467,0.02
111478,0.14
111482,0.16
111488,0.04
111503,0.1
111510,0.0
111512,0.04
111518,0.14
111532,0.1
111537,0.0
111541,0.06
111544,0.04
111550,0.02
111554,0.14
111560,0.1
111566,0.02
111567,0.16
111592,0.0
111618,0.06
111620,0.0
111627,0.0
111641,0.04
111646,0.24
111652,0.0
111657,0.02
111664,0.22
111665,0.06
111669,0.1
111673,0.02
111687,0.04
111688,0.02
111689,0.02
111694,0.02
111695,0.12
111698,0.04
111703,0.12
111709,0.02
111712,0.0
111715,0.1
111724,0.02
111730,0.02
111747,0.0
111760,0.0
111761,0.0
111763,0.06
111776,0.12
111777,0.02
111781,0.02
111793,0.02
111804,0.2
111810,0.18
111816,0.0
111818,0.06
111830,0.0
111832,0.08
111841,0.06
111842,0.12
111843,0.12
111846,0.04
111848,0.1
111856,0.02
111857,0.06
111877,0.0
111882,0.0
111883,0.18
111891,0.0
111893,0.02
111901,0.02
111912,0.04
111913,0.0
111955,0.04
111958,0.04
111960,0.08
111967,0.08
112000,0.26
112003,0.18
112015,0.12
112019,0.32
112020,0.02
112028,0.14
112029,0.08
112031,0.04
112039,0.1
112042,0.1
112049,0.02
112052,0.0
112054,0.0
112055,0.18
112063,0.14
112070,0.04
112071,0.14
112080,0.02
112083,0.02
112085,0.0
112089,0.02
112098,0.22
112100,0.04
112105,0.14
112124,0.1
112126,0.02
112127,0.02
112128,0.04
112148,0.08
112149,0.08
112165,0.08
112170,0.02
112171,0.04
112176,0.02
112186,0.0
112199,0.18
112203,0.04
112214,0.1
112215,0.02
112216,0.1
112224,0.04
112225,0.02
112231,0.18
112234,0.08
112235,0.0
112236,0.24
112254,0.12
112265,0.16
112271,0.1
112284,0.02
112287,0.18
112295,0.24
112303,0.14
112307,0.08
112310,0.04
112312,0.06
112313,0.06
112326,0.14
112333,0.0
112334,0.0
112339,0.02
112347,0.1
112350,0.04
112356,0.16
112357,0.04
112359,0.18
112360,0.04
112371,0.06
112385,0.06
112392,0.0
112401,0.08
112405,0.08
112414,0.2
112429,0.06
112448,0.02
112467,0.06
112468,0.06
112469,0.08
112491,0.06
112500,0.08
112510,0.32
112535,0.16
112537,0.0
112551,0.06
112552,0.06
112556,0.04
112577,0.12
112590,0.12
112593,0.0
112596,0.24
112601,0.04
112604,0.08
112622,0.04
112655,0.08
112663,0.04
112667,0.04
112670,0.02
112676,0.16
112677,0.02
112679,0.04
112683,0.02
112688,0.14
112692,0.14
112696,0.22
112702,0.12
112709,0.0
112720,0.06
112735,0.0
112738,0.06
112742,0.0
112748,0.08
112749,0.02
112766,0.18
112767,0.06
112769,0.1
112771,0.04
112775,0.02
112794,0.1
112795,0.0
112796,0.04
112815,0.02
112817,0.04
112821,0.14
112822,0.12
112829,0.18
112831,0.1
112835,0.0
112838,0.06
112842,0.02
112844,0.18
112845,0.04
112846,0.02
112847,0.0
112867,0.06
112868,0.0
112874,0.02
112879,0.04
112882,0.08
112886,0.0
112895,0.06
112896,0.08
112902,0.06
112904,0.08
112917,0.3
112932,0.12
112944,0.04
112946,0.02
112947,0.02
112948,0.12
112966,0.28
112967,0.04
112971,0.04
112973,0.08
112974,0.02
112978,0.1
112988,0.04
112992,0.06
113003,0.12
113004,0.1
113007,0.22
113020,0.1
113025,0.18
113032,0.02
113042,0.12
113047,0.02
113066,0.08
113067,0.14
113071,0.14
113087,0.24
113108,0.02
113109,0.04
113123,0.02
113128,0.46
113134,0.02
113151,0.04
113175,0.14
113181,0.0
113188,0.14
113191,0.02
113193,0.24
113201,0.06
113209,0.06
113222,0.08
113248,0.06
113272,0.14
113276,0.04
113287,0.02
113302,0.0
113308,0.2
113316,0.08
113318,0.02
113320,0.08
113322,0.08
113325,0.14
113326,0.16
113332,0.02
113346,0.1
113352,0.08
113361,0.02
113362,0.0
113365,0.04
113366,0.0
113368,0.0
113382,0.02
113385,0.06
113390,0.08
113391,0.06
113393,0.02
113396,0.2
113397,0.08
113402,0.04
113403,0.02
113405,0.1
113406,0.16
113410,0.34
113413,0.0
113418,0.04
113419,0.12
113435,0.16
113438,0.14
113447,0.0
113458,0.06
113466,0.06
113475,0.02
113482,0.1
113490,0.1
113505,0.1
113508,0.14
113520,0.02
113532,0.04
113535,0.04
113549,0.16
113557,0.12
113558,0.02
113561,0.24
113566,0.04
113569,0.02
113574,0.04
113576,0.06
113577,0.08
113585,0.0
113587,0.36
113599,0.16
113601,0.08
113602,0.12
113605,0.04
113609,0.14
113611,0.1
113616,0.04
113627,0.3
113631,0.12
113643,0.0
113652,0.02
113657,0.2
113659,0.02
113672,0.02
113680,0.02
113692,0.04
113694,0.18
113695,0.1
113701,0.02
113733,0.0
113738,0.08
113740,0.18
113742,0.06
113777,0.0
113783,0.12
113788,0.1
113789,0.02
113791,0.2
113795,0.08
113799,0.08
113805,0.0
113820,0.0
113822,0.0
113824,0.0
113829,0.0
113832,0.0
113833,0.02
113841,0.04
113849,0.08
113862,0.2
113863,0.22
113864,0.02
113870,0.02
113875,0.04
113882,0.04
113887,0.14
113894,0.02
113909,0.02
113930,0.06
113936,0.04
113939,0.02
113942,0.02
113943,0.18
113945,0.02
113947,0.06
113950,0.06
113951,0.06
113957,0.08
113966,0.18
113967,0.0
113977,0.12
113984,0.02
113986,0.18
113992,0.06
113998,0.04
113999,0.26
114003,0.08
